Location,Date,Age,Length
BR,6/1/2002,1,85
BR,6/1/2002,1,91
BR,6/2/2002,1,87
BR,6/2/2002,1,93
BR,6/2/2002,1,102
BR,6/2/2002,1,114
BR,6/3/2002,1,87
BR,6/3/2002,1,92
BR,6/3/2002,1,107
BR,6/4/2002,1,83
BR,6/4/2002,1,91
BR,6/4/2002,1,104
BR,6/5/2002,1,86
BR,6/5/2002,1,89
BR,6/5/2002,1,96
BR,6/5/2002,1,95
BR,6/5/2002,1,105
BR,6/5/2002,1,106
BR,6/6/2002,1,93
BR,6/6/2002,1,87
BR,6/6/2002,1,98
BR,6/6/2002,1,101
BR,6/7/2002,1,93
BR,6/7/2002,1,97
BR,6/7/2002,1,100
BR,6/7/2002,1,105
BR,6/7/2002,1,100
BR,6/7/2002,1,98
BR,6/8/2002,1,100
BR,6/8/2002,1,102
BR,6/8/2002,1,105
BR,6/8/2002,1,110
BR,6/9/2002,1,91
BR,6/9/2002,1,91
BR,6/9/2002,1,97
BR,6/9/2002,1,100
BR,6/9/2002,1,104
BR,6/9/2002,1,102
BR,6/10/2002,1,98
BR,6/10/2002,1,104
BR,6/10/2002,1,99
BR,6/10/2002,1,96
BR,6/10/2002,1,99
BR,6/11/2002,1,92
BR,6/11/2002,1,92
BR,6/11/2002,1,99
BR,6/11/2002,1,100
BR,6/11/2002,1,106
BR,6/11/2002,1,101
BR,6/13/2002,1,93
BR,6/13/2002,1,96
BR,6/13/2002,1,99
BR,6/13/2002,1,94
BR,6/13/2002,1,100
BR,6/13/2002,1,100
BR,5/14/2002,1,77
BR,5/14/2002,1,76
BR,5/16/2002,1,74
BR,5/16/2002,1,66
BR,5/17/2002,1,68
BR,5/17/2002,1,60
BR,5/23/2002,1,100
BR,5/23/2002,1,99
BR,5/24/2002,1,110
BR,5/24/2002,1,99
BR,5/25/2002,1,112
BR,5/25/2002,1,118
BR,5/25/2002,1,110
BR,5/25/2002,1,95
BR,5/25/2002,1,91
BR,5/26/2002,1,66
BR,5/26/2002,1,116
BR,5/26/2002,1,88
BR,5/26/2002,1,95
BR,5/26/2002,1,111
BR,5/26/2002,1,84
BR,5/26/2002,1,107
BR,5/26/2002,1,99
BR,5/26/2002,1,96
BR,5/26/2002,2,135
BR,5/26/2002,2,109
BR,5/26/2002,2,115
BR,5/26/2002,2,115
BR,5/26/2002,2,115
BR,5/26/2002,2,115
BR,5/27/2002,2,105
BR,5/27/2002,2,114
BR,5/28/2002,2,115
BR,5/28/2002,2,110
BR,5/28/2002,2,107
BR,5/29/2002,2,110
BR,5/29/2002,2,112
BR,5/29/2002,2,110
BR,5/29/2002,2,100
BR,5/31/2002,2,112
BR,5/31/2002,2,106
BR,5/31/2002,2,103
BR,5/31/2002,2,109
BR,5/31/2002,2,97
BR,6/1/2002,2,109
BR,6/1/2002,2,109
BR,6/1/2002,2,96
BR,6/2/2002,2,107
BR,6/2/2002,2,107
BR,6/3/2002,2,109
BR,6/3/2002,2,115
BR,6/3/2002,2,113
BR,6/3/2002,2,104
BR,6/4/2002,2,109
BR,6/4/2002,2,108
BR,6/6/2002,2,109
BR,6/6/2002,2,114
BR,6/10/2002,2,102
BR,6/10/2002,2,93
BR,5/21/2002,2,121
BR,5/22/2002,2,111
BR,5/22/2002,2,121
BR,5/22/2002,2,107
BR,5/22/2002,2,118
BR,5/22/2002,2,116
BR,5/22/2002,2,138
BR,5/23/2002,2,105
BR,5/23/2002,2,135
BR,5/23/2002,2,135
BR,5/23/2002,2,107
BR,5/23/2002,2,130
BR,5/23/2002,2,111
BR,5/23/2002,2,121
BR,5/23/2002,2,111
BR,5/23/2002,2,113
BR,5/23/2002,2,119
BR,5/23/2002,2,128
BR,5/23/2002,2,120
BR,5/23/2002,2,119
BR,5/23/2002,2,107
BR,5/24/2002,2,104
BR,5/24/2002,2,130
BR,5/24/2002,2,106
BR,5/24/2002,2,118
BR,5/24/2002,2,108
BR,5/24/2002,2,110
BR,5/24/2002,2,127
BR,5/24/2002,2,116
BR,5/24/2002,2,105
BR,5/24/2002,2,127
BR,5/24/2002,2,117
BR,5/24/2002,2,111
BR,5/24/2002,2,119
BR,5/24/2002,2,104
BR,5/24/2002,2,129
BR,5/24/2002,2,117
BR,5/24/2002,2,112
BR,5/24/2002,2,106
BR,5/24/2002,2,128
BR,5/24/2002,2,116
BR,5/24/2002,2,111
BR,5/24/2002,2,108
BR,5/24/2002,2,111
BR,5/24/2002,2,115
BR,5/25/2002,2,98
BR,5/25/2002,2,116
BR,5/25/2002,2,99
BR,5/25/2002,2,112
BR,5/25/2002,2,116
BR,5/25/2002,2,115
BR,5/25/2002,2,118
BR,5/25/2002,2,123
BR,5/25/2002,2,115
BR,5/25/2002,2,120
BR,5/25/2002,2,116
BR,5/25/2002,2,101
BR,5/25/2002,2,107
BR,5/25/2002,2,136
BR,5/25/2002,2,104
BR,5/25/2002,2,104
BR,5/25/2002,2,145
BR,5/26/2002,2,129
BR,5/26/2002,2,112
BR,5/26/2002,2,100
BR,5/26/2002,2,105
BR,5/26/2002,2,97
BR,5/26/2002,2,108
BR,5/26/2002,2,111
BR,5/26/2002,2,120
BR,5/26/2002,2,110
BR,5/26/2002,2,125
BR,5/26/2002,2,115
BR,5/26/2002,2,107
BR,5/26/2002,2,118
BR,5/26/2002,2,113
BR,5/26/2002,2,107
BR,5/26/2002,2,111
BR,5/26/2002,2,113
BR,5/26/2002,2,113
BR,5/26/2002,2,111
BR,5/26/2002,2,111
BR,5/26/2002,2,104
BR,5/26/2002,2,116
BR,5/26/2002,2,102
BR,5/26/2002,2,109
BR,5/26/2002,2,117
BR,5/26/2002,2,123
BR,5/26/2002,2,104
BR,5/26/2002,2,105
BR,5/26/2002,2,118
BR,5/26/2002,2,126
BR,5/26/2002,2,106
BR,5/26/2002,2,108
BR,5/26/2002,2,102
BR,5/26/2002,2,112
BR,5/26/2002,2,107
BR,5/26/2002,2,119
BR,5/26/2002,2,96
BR,5/26/2002,2,97
BR,5/25/2002,3,139
BR,5/14/2003,1,102
BR,5/18/2003,1,110
BR,5/19/2003,1,77
BR,5/19/2003,1,114
BR,5/21/2003,1,87
BR,5/21/2003,1,97
BR,5/21/2003,1,104
BR,5/21/2003,1,113
BR,5/21/2003,1,106
BR,5/21/2003,1,109
BR,5/21/2003,1,93
BR,5/21/2003,1,103
BR,5/21/2003,1,116
BR,5/22/2003,1,84
BR,5/22/2003,1,64
BR,5/22/2003,1,96
BR,5/22/2003,1,101
BR,5/23/2003,1,117
BR,5/23/2003,1,96
BR,5/23/2003,1,99
BR,5/23/2003,1,107
BR,5/23/2003,1,94
BR,5/23/2003,1,116
BR,5/23/2003,1,82
BR,5/24/2003,1,89
BR,5/24/2003,1,88
BR,5/24/2003,1,100
BR,5/24/2003,1,97
BR,5/25/2003,1,94
BR,5/25/2003,1,95
BR,5/25/2003,1,87
BR,5/25/2003,1,88
BR,5/25/2003,1,96
BR,5/26/2003,1,90
BR,5/26/2003,1,92
BR,5/26/2003,1,104
BR,5/26/2003,1,102
BR,5/26/2003,1,116
BR,5/27/2003,1,96
BR,5/27/2003,1,89
BR,5/27/2003,1,99
BR,5/27/2003,1,104
BR,5/27/2003,1,89
BR,5/27/2003,1,92
BR,5/27/2003,1,104
BR,5/27/2003,1,105
BR,5/28/2003,1,101
BR,5/28/2003,1,95
BR,5/28/2003,1,99
BR,5/28/2003,1,95
BR,5/28/2003,1,93
BR,5/28/2003,1,104
BR,5/28/2003,1,95
BR,5/28/2003,1,106
BR,5/29/2003,1,91
BR,5/29/2003,1,111
BR,5/29/2003,1,110
BR,5/29/2003,1,115
BR,5/29/2003,1,94
BR,5/29/2003,1,93
BR,5/30/2003,1,100
BR,5/30/2003,1,99
BR,5/30/2003,1,96
BR,5/30/2003,1,99
BR,5/30/2003,1,106
BR,5/30/2003,1,99
BR,5/30/2003,1,104
BR,5/30/2003,1,101
BR,5/30/2003,1,101
BR,5/30/2003,1,92
BR,5/30/2003,1,99
BR,5/30/2003,1,103
BR,5/30/2003,1,97
BR,5/30/2003,1,99
BR,5/30/2003,1,103
BR,5/30/2003,1,102
BR,5/30/2003,1,95
BR,5/30/2003,1,101
BR,5/30/2003,1,93
BR,5/30/2003,1,100
BR,5/30/2003,1,99
BR,5/30/2003,1,93
BR,5/30/2003,1,111
BR,5/30/2003,1,97
BR,5/30/2003,1,88
BR,5/30/2003,1,83
BR,5/30/2003,1,100
BR,5/31/2003,1,109
BR,5/31/2003,1,98
BR,5/31/2003,1,102
BR,5/31/2003,1,102
BR,5/31/2003,1,99
BR,5/31/2003,1,102
BR,5/31/2003,1,94
BR,5/31/2003,1,104
BR,5/31/2003,1,99
BR,5/31/2003,1,100
BR,5/31/2003,1,96
BR,5/31/2003,1,108
BR,5/31/2003,1,90
BR,5/31/2003,1,92
BR,5/31/2003,1,104
BR,5/31/2003,1,99
BR,6/1/2003,1,99
BR,6/1/2003,1,99
BR,6/1/2003,1,94
BR,6/1/2003,1,93
BR,6/1/2003,1,103
BR,6/1/2003,1,96
BR,6/1/2003,1,101
BR,6/1/2003,1,108
BR,6/1/2003,1,87
BR,6/1/2003,1,90
BR,6/1/2003,1,100
BR,6/1/2003,1,97
BR,6/1/2003,1,91
BR,6/1/2003,1,82
BR,6/1/2003,1,90
BR,6/1/2003,1,94
BR,6/1/2003,1,102
BR,6/1/2003,1,100
BR,6/2/2003,1,114
BR,6/2/2003,1,110
BR,6/2/2003,1,107
BR,6/2/2003,1,98
BR,6/2/2003,1,101
BR,6/2/2003,1,99
BR,6/2/2003,1,96
BR,6/2/2003,1,94
BR,6/2/2003,1,90
BR,6/3/2003,1,91
BR,6/3/2003,1,111
BR,6/3/2003,1,100
BR,6/3/2003,1,91
BR,6/3/2003,1,97
BR,6/3/2003,1,97
BR,6/3/2003,1,109
BR,6/3/2003,1,103
BR,6/3/2003,1,103
BR,6/3/2003,1,99
BR,6/3/2003,1,88
BR,6/3/2003,1,90
BR,6/4/2003,1,106
BR,6/4/2003,1,103
BR,6/4/2003,1,107
BR,6/4/2003,1,99
BR,6/4/2003,1,96
BR,6/4/2003,1,84
BR,6/5/2003,1,104
BR,6/5/2003,1,94
BR,6/5/2003,1,106
BR,6/5/2003,1,103
BR,6/5/2003,1,102
BR,6/5/2003,1,95
BR,6/6/2003,1,104
BR,6/6/2003,1,
BR,6/6/2003,1,97
BR,6/6/2003,1,112
BR,6/6/2003,1,110
BR,6/6/2003,1,103
BR,6/6/2003,1,98
BR,6/6/2003,1,100
BR,6/6/2003,1,96
BR,6/7/2003,1,92
BR,6/7/2003,1,90
BR,6/7/2003,1,93
BR,6/7/2003,1,105
BR,6/7/2003,1,
BR,6/7/2003,1,104
BR,6/7/2003,1,85
BR,6/7/2003,1,98
BR,6/7/2003,1,85
BR,6/9/2003,1,95
BR,6/9/2003,1,94
BR,6/9/2003,1,95
BR,6/9/2003,1,92
BR,6/9/2003,1,98
BR,6/9/2003,1,75
BR,6/9/2003,1,101
BR,6/9/2003,1,92
BR,6/10/2003,1,89
BR,6/10/2003,1,99
BR,6/10/2003,1,88
BR,5/10/2003,2,118
BR,5/12/2003,2,122
BR,5/14/2003,2,113
BR,5/14/2003,2,124
BR,5/14/2003,2,114
BR,5/14/2003,2,125
BR,5/14/2003,2,131
BR,5/14/2003,2,106
BR,5/14/2003,2,114
BR,5/14/2003,2,118
BR,5/14/2003,2,110
BR,5/14/2003,2,105
BR,5/14/2003,2,116
BR,5/14/2003,2,118
BR,5/15/2003,2,127
BR,5/15/2003,2,123
BR,5/15/2003,2,127
BR,5/15/2003,2,120
BR,5/15/2003,2,114
BR,5/15/2003,2,115
BR,5/15/2003,2,119
BR,5/16/2003,2,127
BR,5/16/2003,2,112
BR,5/16/2003,2,121
BR,5/16/2003,2,113
BR,5/16/2003,2,123
BR,5/16/2003,2,112
BR,5/16/2003,2,117
BR,5/16/2003,2,104
BR,5/17/2003,2,120
BR,5/17/2003,2,124
BR,5/17/2003,2,120
BR,5/17/2003,2,121
BR,5/17/2003,2,120
BR,5/17/2003,2,120
BR,5/17/2003,2,111
BR,5/18/2003,2,121
BR,5/18/2003,2,114
BR,5/18/2003,2,121
BR,5/18/2003,2,113
BR,5/18/2003,2,116
BR,5/18/2003,2,114
BR,5/18/2003,2,109
BR,5/18/2003,2,122
BR,5/18/2003,2,108
BR,5/18/2003,2,117
BR,5/18/2003,2,113
BR,5/18/2003,2,115
BR,5/19/2003,2,116
BR,5/19/2003,2,119
BR,5/19/2003,2,114
BR,5/19/2003,2,121
BR,5/20/2003,2,114
BR,5/20/2003,2,118
BR,5/20/2003,2,105
BR,5/20/2003,2,114
BR,5/20/2003,2,121
BR,5/20/2003,2,111
BR,5/20/2003,2,114
BR,5/20/2003,2,109
BR,5/20/2003,2,110
BR,5/20/2003,2,114
BR,5/20/2003,2,110
BR,5/21/2003,2,121
BR,5/21/2003,2,116
BR,5/21/2003,2,124
BR,5/21/2003,2,113
BR,5/21/2003,2,122
BR,5/21/2003,2,112
BR,5/21/2003,2,123
BR,5/21/2003,2,121
BR,5/21/2003,2,114
BR,5/21/2003,2,133
BR,5/21/2003,2,111
BR,5/21/2003,2,107
BR,5/21/2003,2,114
BR,5/21/2003,2,124
BR,5/21/2003,2,121
BR,5/21/2003,2,124
BR,5/21/2003,2,117
BR,5/21/2003,2,119
BR,5/21/2003,2,113
BR,5/21/2003,2,131
BR,5/21/2003,2,114
BR,5/21/2003,2,105
BR,5/21/2003,2,104
BR,5/21/2003,2,118
BR,5/21/2003,2,104
BR,5/22/2003,2,121
BR,5/22/2003,2,118
BR,5/22/2003,2,108
BR,5/22/2003,2,105
BR,5/22/2003,2,132
BR,5/22/2003,2,129
BR,5/22/2003,2,118
BR,5/23/2003,2,106
BR,5/23/2003,2,118
BR,5/23/2003,2,114
BR,5/23/2003,2,110
BR,5/23/2003,2,111
BR,5/23/2003,2,127
BR,5/23/2003,2,143
BR,5/23/2003,2,109
BR,5/23/2003,2,133
BR,5/23/2003,2,99
BR,5/23/2003,2,113
BR,5/23/2003,2,112
BR,5/24/2003,2,121
BR,5/24/2003,2,126
BR,5/25/2003,2,105
BR,5/25/2003,2,115
BR,5/25/2003,2,116
BR,5/25/2003,2,132
BR,5/26/2003,2,116
BR,5/26/2003,2,116
BR,5/26/2003,2,116
BR,5/26/2003,2,116
BR,5/27/2003,2,112
BR,5/27/2003,2,110
BR,5/27/2003,2,129
BR,5/27/2003,2,115
BR,5/28/2003,2,111
BR,5/28/2003,2,115
BR,5/28/2003,2,112
BR,5/28/2003,2,115
BR,5/29/2003,2,99
BR,5/30/2003,2,111
BR,5/30/2003,2,102
BR,5/30/2003,2,112
BR,5/31/2003,2,116
BR,6/1/2003,2,109
BR,6/1/2003,2,123
BR,6/1/2003,2,118
BR,6/3/2003,2,127
BR,5/18/2004,1,90
BR,5/18/2004,1,105
BR,5/19/2004,1,101
BR,5/19/2004,1,99
BR,5/19/2004,1,104
BR,5/19/2004,1,115
BR,5/19/2004,1,117
BR,5/19/2004,1,96
BR,5/19/2004,1,91
BR,5/19/2004,1,98
BR,5/19/2004,1,91
BR,5/19/2004,1,93
BR,5/20/2004,1,100
BR,5/20/2004,1,98
BR,5/20/2004,1,94
BR,5/20/2004,1,101
BR,5/20/2004,1,90
BR,5/20/2004,1,85
BR,5/21/2004,1,97
BR,5/21/2004,1,98
BR,5/21/2004,1,109
BR,5/21/2004,1,102
BR,5/21/2004,1,96
BR,5/21/2004,1,104
BR,5/21/2004,1,103
BR,5/21/2004,1,96
BR,5/21/2004,1,97
BR,5/21/2004,1,94
BR,5/21/2004,1,107
BR,5/21/2004,1,98
BR,5/22/2004,1,106
BR,5/22/2004,1,103
BR,5/22/2004,1,102
BR,5/22/2004,1,93
BR,5/22/2004,1,89
BR,5/23/2004,1,94
BR,5/23/2004,1,99
BR,5/23/2004,1,95
BR,5/24/2004,1,88
BR,5/24/2004,1,102
BR,5/24/2004,1,98
BR,5/24/2004,1,94
BR,5/24/2004,1,107
BR,5/25/2004,1,89
BR,5/25/2004,1,89
BR,5/25/2004,1,103
BR,5/25/2004,1,102
BR,5/25/2004,1,106
BR,5/25/2004,1,110
BR,5/26/2004,1,92
BR,5/26/2004,1,82
BR,5/26/2004,1,96
BR,5/26/2004,1,96
BR,5/27/2004,1,91
BR,5/27/2004,1,85
BR,5/27/2004,1,100
BR,5/27/2004,1,101
BR,5/28/2004,1,91
BR,5/28/2004,1,94
BR,5/28/2004,1,107
BR,5/28/2004,1,102
BR,5/28/2004,1,103
BR,5/28/2004,1,109
BR,5/29/2004,1,92
BR,5/29/2004,1,88
BR,5/29/2004,1,102
BR,5/29/2004,1,110
BR,5/29/2004,1,103
BR,5/30/2004,1,106
BR,5/30/2004,1,88
BR,5/30/2004,1,99
BR,5/30/2004,1,102
BR,5/30/2004,1,98
BR,5/30/2004,1,103
BR,5/30/2004,1,104
BR,5/31/2004,1,92
BR,5/31/2004,1,93
BR,5/31/2004,1,104
BR,5/31/2004,1,102
BR,5/31/2004,1,99
BR,5/31/2004,1,98
BR,6/1/2004,1,89
BR,6/1/2004,1,91
BR,6/1/2004,1,101
BR,6/1/2004,1,105
BR,6/1/2004,1,116
BR,6/1/2004,1,97
BR,6/2/2004,1,105
BR,6/2/2004,1,90
BR,6/2/2004,1,86
BR,6/2/2004,1,94
BR,6/2/2004,1,100
BR,6/2/2004,1,95
BR,6/2/2004,1,98
BR,6/3/2004,1,92
BR,6/3/2004,1,96
BR,6/3/2004,1,93
BR,6/3/2004,1,90
BR,6/3/2004,1,102
BR,6/3/2004,1,96
BR,6/3/2004,1,99
BR,6/3/2004,1,109
BR,6/4/2004,1,104
BR,6/4/2004,1,92
BR,6/4/2004,1,88
BR,6/4/2004,1,103
BR,6/4/2004,1,102
BR,6/4/2004,1,99
BR,6/5/2004,1,101
BR,6/5/2004,1,99
BR,6/5/2004,1,97
BR,6/5/2004,1,99
BR,6/5/2004,1,93
BR,6/5/2004,1,101
BR,6/5/2004,1,96
BR,6/6/2004,1,91
BR,6/6/2004,1,83
BR,6/6/2004,1,93
BR,6/6/2004,1,99
BR,6/6/2004,1,99
BR,6/6/2004,1,101
BR,6/7/2004,1,93
BR,6/7/2004,1,91
BR,6/7/2004,1,103
BR,6/7/2004,1,105
BR,6/7/2004,1,98
BR,6/7/2004,1,90
BR,6/8/2004,1,93
BR,6/8/2004,1,91
BR,6/8/2004,1,100
BR,6/9/2004,1,88
BR,6/9/2004,1,89
BR,6/9/2004,1,98
BR,6/9/2004,1,98
BR,6/9/2004,1,104
BR,6/10/2004,1,74
BR,6/10/2004,1,85
BR,6/10/2004,1,89
BR,6/10/2004,1,100
BR,6/10/2004,1,90
BR,6/10/2004,1,98
BR,5/10/2004,1,96
BR,5/12/2004,1,104
BR,5/12/2004,1,105
BR,5/13/2004,1,93
BR,5/13/2004,1,89
BR,5/13/2004,1,111
BR,5/15/2004,1,92
BR,5/15/2004,1,81
BR,5/16/2004,1,93
BR,5/16/2004,1,103
BR,5/16/2004,1,99
BR,5/16/2004,1,118
BR,5/16/2004,1,95
BR,5/16/2004,1,89
BR,5/16/2004,1,83
BR,5/16/2004,1,99
BR,5/16/2004,1,106
BR,5/16/2004,1,99
BR,5/16/2004,1,105
BR,5/16/2004,1,95
BR,5/17/2004,1,102
BR,5/17/2004,1,117
BR,5/17/2004,1,102
BR,5/17/2004,1,103
BR,5/17/2004,1,107
BR,5/18/2004,1,112
BR,5/18/2004,2,103
BR,5/18/2004,2,106
BR,5/18/2004,2,100
BR,5/19/2004,2,109
BR,5/19/2004,2,114
BR,5/19/2004,2,120
BR,5/19/2004,2,114
BR,5/19/2004,2,115
BR,5/19/2004,2,114
BR,5/20/2004,2,118
BR,5/20/2004,2,115
BR,5/20/2004,2,108
BR,5/20/2004,2,104
BR,5/21/2004,2,115
BR,5/21/2004,2,111
BR,5/21/2004,2,116
BR,5/21/2004,2,106
BR,5/21/2004,2,108
BR,5/22/2004,2,100
BR,5/23/2004,2,117
BR,5/23/2004,2,109
BR,5/23/2004,2,105
BR,5/23/2004,2,113
BR,5/23/2004,2,118
BR,5/23/2004,2,114
BR,5/24/2004,2,106
BR,5/24/2004,2,118
BR,5/24/2004,2,116
BR,5/26/2004,2,102
BR,5/26/2004,2,110
BR,5/27/2004,2,106
BR,5/29/2004,2,115
BR,5/31/2004,2,119
BR,6/4/2004,2,105
BR,5/11/2004,2,132
BR,5/12/2004,2,107
BR,5/13/2004,2,129
BR,5/13/2004,2,111
BR,5/13/2004,2,111
BR,5/13/2004,2,118
BR,5/14/2004,2,116
BR,5/14/2004,2,101
BR,5/14/2004,2,139
BR,5/14/2004,2,112
BR,5/14/2004,2,118
BR,5/14/2004,2,121
BR,5/15/2004,2,107
BR,5/15/2004,2,118
BR,5/15/2004,2,115
BR,5/15/2004,2,137
BR,5/15/2004,2,105
BR,5/15/2004,2,116
BR,5/15/2004,2,122
BR,5/16/2004,2,114
BR,5/16/2004,2,124
BR,5/16/2004,2,115
BR,5/16/2004,2,103
BR,5/16/2004,2,107
BR,5/16/2004,2,118
BR,5/16/2004,2,113
BR,5/17/2004,2,128
BR,5/17/2004,2,128
BR,5/17/2004,2,108
BR,5/17/2004,2,116
BR,5/18/2004,2,108
BR,5/18/2004,2,101
BR,5/13/2005,1,91
BR,5/15/2005,1,85
BR,5/15/2005,1,88
BR,5/15/2005,1,115
BR,5/15/2005,1,101
BR,5/15/2005,1,102
BR,5/15/2005,1,102
BR,5/15/2005,1,61
BR,5/16/2005,1,98
BR,5/16/2005,1,94
BR,5/16/2005,1,104
BR,5/16/2005,1,98
BR,5/16/2005,1,96
BR,5/16/2005,1,107
BR,5/16/2005,1,107
BR,5/16/2005,1,109
BR,5/16/2005,1,106
BR,5/16/2005,1,105
BR,5/16/2005,1,96
BR,5/16/2005,1,107
BR,5/16/2005,1,105
BR,5/16/2005,1,107
BR,5/16/2005,1,101
BR,5/16/2005,1,96
BR,5/16/2005,1,110
BR,5/17/2005,1,105
BR,5/17/2005,1,88
BR,5/17/2005,1,99
BR,5/17/2005,1,99
BR,5/18/2005,1,101
BR,5/18/2005,1,92
BR,5/18/2005,1,85
BR,5/19/2005,1,106
BR,5/19/2005,1,95
BR,5/19/2005,1,92
BR,5/19/2005,1,110
BR,5/20/2005,1,94
